ID,Post Type,Title,Content,Course Categories,Permalink,Attachment URL,Attachment Filename,Image URL,Image Filename,Parent Course Category,Vimeo Video,Lesson Categories,Topic Categories
25775,sfwd-courses,Business,,Cultivate,https://seedlabacademy.net.au/courses/business/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/12/Business-Cultivate.png,Business-Cultivate.png,Cultivate,,,
25777,sfwd-courses,Production,,Cultivate,https://seedlabacademy.net.au/courses/production/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/12/Jays-Dairy-2-scaled-e1758590873598.jpg|https://seedlabacademy.net.au/wp-content/uploads/2021/12/Production-Cultivate.png,Jays-Dairy-2-scaled-e1758590873598.jpg|Production-Cultivate.png,Cultivate,,,
25779,sfwd-courses,Woolworths,,Cultivate,https://seedlabacademy.net.au/courses/woolworths/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/12/serenawwtile.png|https://seedlabacademy.net.au/wp-content/uploads/2021/12/Supply-Cultivate.png|https://seedlabacademy.net.au/wp-content/uploads/2021/12/20240229_Woolworths_Seedlab-730-e1758590693555.jpg,serenawwtile.png|Supply-Cultivate.png|20240229_Woolworths_Seedlab-730-e1758590693555.jpg,Cultivate,,,
25781,sfwd-courses,Marketing,,Cultivate,https://seedlabacademy.net.au/courses/marketing/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/10/Product-and-Production-e1691894626309.jpg|https://seedlabacademy.net.au/wp-content/uploads/2021/12/Marketing-Cultivate.png|https://seedlabacademy.net.au/wp-content/uploads/2021/12/20240801_RedJelly_Seedlab-173-1-e1769640257277.jpg,Product-and-Production-e1691894626309.jpg|Marketing-Cultivate.png|20240801_RedJelly_Seedlab-173-1-e1769640257277.jpg,Cultivate,,,
25783,sfwd-courses,Leadership,,Cultivate,https://seedlabacademy.net.au/courses/leadership/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/12/leadershiptilekenna.png|https://seedlabacademy.net.au/wp-content/uploads/2021/12/Leadership-Cultivate.png,leadershiptilekenna.png|Leadership-Cultivate.png,Cultivate,,,
26160,sfwd-courses,Financials 101,"<!-- wp:paragraph -->
<p>This course contains content provide by Chartered Accountants Australia and New Zealand through their support for Seedlab Australia.</p>
<!-- /wp:paragraph -->",Bootcamp,https://seedlabacademy.net.au/courses/financials-101/,,,https://seedlabacademy.net.au/wp-content/uploads/2022/03/Finance.jpg,Finance.jpg,Bootcamp,,,
26234,sfwd-courses,Seedlab Masterclasses,,Propagate,https://seedlabacademy.net.au/courses/seedlab-masterclasses/,,,https://seedlabacademy.net.au/wp-content/uploads/2022/03/Masterclasses.jpg,Masterclasses.jpg,Propagate,,,
26244,sfwd-courses,Live In Conversation,,Propagate,https://seedlabacademy.net.au/courses/live-in-conversation/,,,https://seedlabacademy.net.au/wp-content/uploads/2022/03/Live-in-Conversation.jpg,Live-in-Conversation.jpg,Propagate,,,
26332,sfwd-courses,Cohort 1 Live Content,,Cultivate,https://seedlabacademy.net.au/courses/cohort-1-live-content/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/12/Cultivate-Community.png,Cultivate-Community.png,Cultivate,,,
27138,sfwd-courses,Woolworths Seedlab Expo,"<!-- wp:paragraph -->
<p>This module is the 'go to place' for all of the information related to the Woolworths Seedlab Expo.  </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The date of the next Expo is Wednesday 22nd April 2026 (EXPO 7)</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",Cultivate,https://seedlabacademy.net.au/courses/woolworths-seedlab-expo/,,,https://seedlabacademy.net.au/wp-content/uploads/2023/05/20240229_Woolworths_Seedlab-577-1-e1738638599219.jpg|https://seedlabacademy.net.au/wp-content/uploads/2023/05/expo_course_tile.jpg,20240229_Woolworths_Seedlab-577-1-e1738638599219.jpg|expo_course_tile.jpg,Cultivate,,,
27374,sfwd-courses,Business & Leadership,,Propagate,https://seedlabacademy.net.au/courses/business-leadership/,,,https://seedlabacademy.net.au/wp-content/uploads/2023/09/20240801_RedJelly_Seedlab-464-scaled-e1738638479219.jpg|https://seedlabacademy.net.au/wp-content/uploads/2023/09/Business-and-Leadership-Prop.png,20240801_RedJelly_Seedlab-464-scaled-e1738638479219.jpg|Business-and-Leadership-Prop.png,Propagate,,,
27377,sfwd-courses,Product,,Propagate,https://seedlabacademy.net.au/courses/product/,,,https://seedlabacademy.net.au/wp-content/uploads/2023/09/20240801_RedJelly_Seedlab-481-e1758591332931.jpg|https://seedlabacademy.net.au/wp-content/uploads/2023/09/Product-Prop.png,20240801_RedJelly_Seedlab-481-e1758591332931.jpg|Product-Prop.png,Propagate,,,
27380,sfwd-courses,Sales & Marketing,,Propagate,https://seedlabacademy.net.au/courses/sales-marketing/,,,https://seedlabacademy.net.au/wp-content/uploads/2023/09/Seedlab-Expo6-615-1-e1758589309665.jpg|https://seedlabacademy.net.au/wp-content/uploads/2023/09/Sales-and-Marketing-Prop.png|https://seedlabacademy.net.au/wp-content/uploads/2023/09/BASKCO.jpg,Seedlab-Expo6-615-1-e1758589309665.jpg|Sales-and-Marketing-Prop.png|BASKCO.jpg,Propagate,,,
27383,sfwd-courses,Supply,,Cultivate,https://seedlabacademy.net.au/courses/supply/,,,https://seedlabacademy.net.au/wp-content/uploads/2023/09/ZEA_2-1-e1758589699645.jpg|https://seedlabacademy.net.au/wp-content/uploads/2023/09/Woolworths-Prop.png,ZEA_2-1-e1758589699645.jpg|Woolworths-Prop.png,Cultivate,,,
27688,sfwd-courses,Cohort 8 Community,,Cultivate,https://seedlabacademy.net.au/courses/cohort-8-community/,,,https://seedlabacademy.net.au/wp-content/uploads/2024/01/Cultivate-8-Community.jpg,Cultivate-8-Community.jpg,Cultivate,,,
27727,sfwd-courses,The Seedlab Hub,"<!-- wp:group {""layout"":{""type"":""constrained""}} -->
<div class=""wp-block-group""><!-- wp:paragraph -->
<p>The Hub is your portal to glory! This is the place to showcase your retail ready products – their pics, unique selling points, your capacity and your prices and more. You can add your business pitch in video and written/visual format to add further information, and to inspire. You can also showcase innovative new products you may have in development, with timelines.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The next step the Category Manger will take is to reach out to you for more information, perhaps asking you to send in samples, or make a time to chat.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Note:</strong>&nbsp;The Hub DOES NOT replace engaging in the normal Category Review Process, nor does it replace uploading your product information via Partner Hub, which we recommend you also do.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>However, the Seedlab Hub may supercharge you as a potential new Woolworths Supplier. We hope so, anyway! Good luck!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>To go to the Seedlab Hub  click this link:-  <a href=""https://seedlabhub.com.au/login"" target=""_blank"" rel=""noreferrer noopener"">https://seedlabhub.com.au/login</a>.</p>
<!-- /wp:paragraph --></div>
<!-- /wp:group -->",Cultivate,https://seedlabacademy.net.au/courses/the-seedlab-hub/,,,https://seedlabacademy.net.au/wp-content/uploads/2024/02/hub_screenshot.jpg,hub_screenshot.jpg,Cultivate,,,
27759,sfwd-courses,Nurture Greenhouse,,Cultivate,https://seedlabacademy.net.au/courses/nurture-greenhouse/,,,https://seedlabacademy.net.au/wp-content/uploads/2024/03/allmiteogldnurture.png|https://seedlabacademy.net.au/wp-content/uploads/2024/03/Nurture-Tile.jpg,allmiteogldnurture.png|Nurture-Tile.jpg,Cultivate,,,
27864,sfwd-courses,Cohort 9 Community,,Cultivate,https://seedlabacademy.net.au/courses/cohort-9-community/,,,https://seedlabacademy.net.au/wp-content/uploads/2024/04/Cultivate-9_3.jpg,Cultivate-9_3.jpg,Cultivate,,,
28650,sfwd-courses,Week 1 - The Seedlab Australia Bootcamp Program and You,"<!-- wp:paragraph -->
<p>This module provides an introduction to Seedlab Australia, an overview of how the course works, and what to prepare for Week 1.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",Bootcamp,https://seedlabacademy.net.au/courses/week-1-the-seedlab-australia-bootcamp-program-and-you/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/10/20240229_Woolworths_Seedlab-836-1-scaled-e1738638290862.jpg,20240229_Woolworths_Seedlab-836-1-scaled-e1738638290862.jpg,Bootcamp,,,
25381,sfwd-lessons,Goal Setting For Success,"<!-- wp:paragraph -->
<p>In this module Dr Hazel MacTavish-West discusses the importance of setting short, medium, and long term goals to ensure that you end out where you want to be.  Some tools and templates are then presented to help you undertake this activity.  These templates and accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644592322?h=7767fd664a"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/courses/week-2-your-business/lessons/goal-setting-for-success/,,,,,Bootcamp,video_644592322.vtt,,
25383,sfwd-lessons,What Style of Business Are You?,"<!-- wp:paragraph -->
<p>In this video Ray Butcher outlines some of the major business types and structures. He then describes how the objectives of these businesses may differ and the trajectory that a business may follow as it grows and matures.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644545372?h=c899d9659b"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/lessons/what-style-of-business-are-you/,,,,,,video_644545372.vtt,,
25385,sfwd-lessons,Performing a SWOT Analysis,"<!-- wp:paragraph -->
<p>Amanda Hinds takes you through SWOT as a tool for your business, and how to perform a SWOT analysis.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1166483556/4de21ec9fe?share=copy\u0026fl=sv\u0026fe=ci"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1166483556/4de21ec9fe?share=copy&amp;fl=sv&amp;fe=ci
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Tags: SWOT, Amanda, swot analysis, strengths, weaknesses, threats, opportunities, business tool</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/courses/week-2-your-business/lessons/performing-a-swot-analysis/,https://seedlabacademy.net.au/wp-content/uploads/2026/02/SWOT.pdf,SWOT.pdf,,,Bootcamp,video_1166483556.vtt,,
25387,sfwd-lessons,The Importance of Setting Specifications,"<!-- wp:paragraph -->
<p>In this video Ray Butcher describes the importance of creating documented specifications for all ingredients and other inputs to your process as well as defining a specification for your outputs to communicate with your customer.  The accompanying slides can be found under the 'Materials' tab.  The homework from this session (referred to as worksheet #5)  forms part of the upload for your Cultivate pitch.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644541144?h=591e1461a7"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/lessons/the-importance-of-setting-specifications/,,,,,,video_644541144.vtt,,
25389,sfwd-lessons,A Basic Business Checklist,"<!-- wp:paragraph -->
<p>Please watch this video or read the slides, and complete a Business Checklist for your business.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The Accompanying slides and homework worksheet (#4) can be found under the 'Materials' tab. The checklist is 'essential worksheet #4' which we require you to complete and upload with your pitch at the end of bootcamp if you wish to be considered for Cultivate.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644586622?h=5d15787296"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/courses/week-2-your-business/lessons/a-basic-business-checklist/,,,,,Bootcamp,video_644586622.vtt,,
25391,sfwd-lessons,Your Business,"<!-- wp:paragraph -->
<p>In this video Ray Butcher provides a grounding in the basics of business, metrics and understanding business finance. These are skills that are essential to have when running a business and this introduction is intended to act as a reminder to the experienced practitioner or as a starting point for a less developed business operator. </p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644546253?h=0bbc3fdc84"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/courses/week-2-your-business/lessons/your-business/,,,,,Bootcamp,video_644546253.vtt,,
25395,sfwd-lessons,The Seedlab Business Planner,"<!-- wp:paragraph -->
<p>The Seedlab Business Planner is a version of the popular LEAN startup plan used to guide and inform startup businesses around the world. The lessons presented throughout the Seedlab Australia program will take you through the key areas of the plan and offer instruction as to how to populate your business plan on a page.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In this video Dr Hazel MacTavish-West introduces the planner and describes how we use it. Various formats of the planner template can be found under the 'Materials' tab for download. </p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1097251271/7a92069217?share=copy"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1097251271/7a92069217?share=copy
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>The planner is designed to be printed out and used as a live document, often using sticky notes to allow rapid changes and thought experiments. A possible alternative to using a hard copy is to use an image of the planner as a background in your favourite virtual whiteboard or planning application. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Below is an example of such a plan being used in Jamboard which is a Google suite application available online (<a href=""https://jamboard.google.com/"" target=""_blank"" rel=""noreferrer noopener"">jamboard.google.com</a>) but many other applications could be used (e.g. Trello, Miro etc.).</p>
<!-- /wp:paragraph -->

<!-- wp:image {""id"":25409,""sizeSlug"":""large"",""linkDestination"":""none""} -->
<figure class=""wp-block-image size-large""><img src=""https://seedlabacademy.net.au/wp-content/uploads/2026/01/6f62025126280bc81141ec48ec849085fba9cedd.jpgwp-content/uploads/2021/10/jamboard-example-1024x569.jpg"" alt=""Screenshot of jamboard version of Seedlab Business Planner"" class=""wp-image-25409""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>The Seedlab Business Planner is adapted from&nbsp;<a href=""http://businessmodelgeneration.com/"">The Business Model Canvas</a>&nbsp;and the Lean Canvas created by Ash Maurya and is licensed under the Creative Commons Attribution-Share Alike 3.0 Un-ported License.</p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/courses/1b-seedlab-business-planner/lessons/the-seedlab-business-planner/,,,https://seedlabacademy.net.au/wp-content/uploads/2021/10/Seedlab_Business_Planner_v1_jpeg.jpg|https://seedlabacademy.net.au/wp-content/uploads/2021/10/jamboard-example.jpg,Seedlab_Business_Planner_v1_jpeg.jpg|jamboard-example.jpg,Bootcamp,video_1097251271.vtt,,
25397,sfwd-lessons,What Are You?,"<!-- wp:paragraph -->
<p>In this module Dr Hazel MacTavish-West challenges you to try to describe who you are and what your product is in a simple and succinct way. This is an essential stepping stone on the path to being able to communicate with your markets.  The associated pre-work sheet can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1163092589/ce86fb3acf?share=copy\u0026fl=sv\u0026fe=ci"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1163092589/ce86fb3acf?share=copy&amp;fl=sv&amp;fe=ci
</div></figure>
<!-- /wp:embed -->",,https://seedlabacademy.net.au/courses/1a-introduction-to-seedlab/lessons/what-are-you/,https://seedlabacademy.net.au/wp-content/uploads/2026/02/What-Are-You-Jan-2026.pdf|https://seedlabacademy.net.au/wp-content/uploads/2026/02/What-Are-You-Jan-2026.pptx,What-Are-You-Jan-2026.pdf|What-Are-You-Jan-2026.pptx,,,Bootcamp,video_1163092589.vtt,,
25401,sfwd-lessons,Seedlab Overview,"<!-- wp:paragraph -->
<p>In this module Dr Hazel MacTavish-West provides an overview of Seedlab Australia, its programs, and specifically how the Bootcamp program operates.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://vimeo.com/1163092604/2472138419?share=copy\u0026fl=sv\u0026fe=ci"",""type"":""video"",""providerNameSlug"":""vimeo"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-vimeo wp-block-embed-vimeo wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://vimeo.com/1163092604/2472138419?share=copy&amp;fl=sv&amp;fe=ci
</div></figure>
<!-- /wp:embed -->",,https://seedlabacademy.net.au/courses/1a-introduction-to-seedlab/lessons/seedlab-overview/,,,,,Bootcamp,video_1163092604.vtt,,
25411,sfwd-lessons,Meet The Team,"<!-- wp:paragraph -->
<p>In the modules below you can meet the Seedlab Australia team who will be providing the content and information throughout bootcamp.</p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/courses/1a-introduction-to-seedlab/lessons/meet-the-team/,,,,,Bootcamp,,,
25427,sfwd-lessons,Zoom Like An Expert,"<!-- wp:paragraph -->
<p>In this video Darren West provides a brief introduction to how we use Zoom in Seedlab Australia as well as demonstrating some of the basic functionality.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644590222?h=a727447efd"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/courses/1a-introduction-to-seedlab/lessons/zoom-like-an-expert/,,,,,Bootcamp,video_644590222.vtt,,
25430,sfwd-lessons,Watch Me Eat,"<!-- wp:paragraph -->
<p>In addition to talking to consumers, a powerful technique to help understand their problems is to observe their experiences. By experience observation it is often possible to identify problems and pain points that consumer may not even consciously register. An example of this process is given through an exercise called ‘Watch me eat’ where critical observation is coupled with a powerful questioning method called TED (<strong>T</strong>ell,&nbsp;<strong>E</strong>xplain and&nbsp;<strong>D</strong>escribe).  In this video Dr Hazel MacTavish-West describes how to use this process to maximum effect.  The associated worksheet and slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644587628?h=73d4520e3a"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/lessons/watch-me-eat/,,,,,,video_644587628.vtt,,
25435,sfwd-lessons,The Target Consumer Persona,"<!-- wp:paragraph -->
<p>The Target Consumer Persona can be a powerful tool tool to help you capture and understand the essence of your target consumer and assist with internal communication of this profile and ensuring that all of your activities are aligned to target (or targets).  In this video Andy Cooley and Iain White introduce the process of developing a consumer persona.  The accompanying slides and associated worksheet can be found under the 'Materials' tab.   The Target Consumer Persona  is 'essential worksheet #2' which we require you to complete and upload with your pitch at the end of bootcamp if you wish to be considered for Cultivate. </p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644587570?h=1ed91a4097"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->",,https://seedlabacademy.net.au/lessons/the-target-consumer-persona/,,,,,,video_644587570.vtt,,
25450,sfwd-lessons,Understanding the Customer and Consumer,"<!-- wp:paragraph -->
<p>In this video Ray Butcher considers the differences in needs between customers and consumers. These differing needs are then explored through the various routes to market that are available for FMCG.  The accompanying slides can be found under the 'Materials' tab.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://player.vimeo.com/video/644544468?h=34fb803320"" width=""640"" height=""400"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen></iframe>
<!-- /wp:html -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,https://seedlabacademy.net.au/courses/2-consumers-competition/lessons/understanding-the-customer-and-consumer/,,,,,Bootcamp,video_644544468.vtt,,
